Thu Jul  7 02:04:59 2022
,180,164.785,163.541,
Thu Jul  7 02:16:49 2022
,-90,0.226923,0.874017,
Thu Jul  7 02:34:06 2022
,-10,347.368,347.71,359.955,
Thu Jul  7 02:34:28 2022
,90,83.4895,82.0379,58.0407,
Thu Jul  7 02:35:10 2022 ,-150,222.162,227.003,251.17,
Thu Jul  7 12:22:54 2022
,-90,-84.6052,-82.0516,-56.6053,

