6.7,8.6,6.7,0.6,0.0,1.6,6.7,0.6,33.3,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,6.7,0.6,0.0,1.6,0.0,0.6,26.7,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,6.2,0.6,0.0,1.6,0.0,0.6,25.0,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,6.2,0.6,6.2,1.6,0.0,0.6,25.0,1.3,0.0,0.6,0.0,0.6,6.2,0.6,
26.7,8.6,6.7,0.6,0.0,1.6,0.0,0.6,26.7,1.3,0.0,0.6,6.7,0.6,0.0,0.6,
0.0,8.6,6.2,0.6,0.0,1.6,0.0,0.6,25.0,1.3,6.2,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,6.7,0.6,0.0,1.6,6.7,0.6,26.7,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,6.7,0.6,0.0,1.6,0.0,0.6,26.7,1.3,0.0,0.6,6.7,0.6,0.0,0.6,
86.7,8.6,0.0,0.6,0.0,1.6,0.0,0.6,26.7,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,13.3,0.6,0.0,1.6,0.0,0.6,26.7,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
43.8,8.6,6.2,0.6,0.0,1.6,0.0,0.6,31.2,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
6.7,8.6,0.0,0.6,0.0,1.6,6.7,0.6,26.7,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
53.3,8.6,6.7,0.6,0.0,1.6,0.0,0.6,26.7,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,6.7,0.6,0.0,1.6,0.0,0.6,26.7,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
6.7,8.6,6.7,0.6,0.0,1.6,6.7,0.6,33.3,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,13.3,0.6,0.0,1.6,0.0,0.6,33.3,1.3,0.0,0.6,6.7,0.6,0.0,0.6,
6.2,8.6,6.2,0.6,0.0,1.6,0.0,0.6,25.0,1.3,6.2,0.6,0.0,0.6,6.2,0.6,
13.3,8.6,0.0,0.6,0.0,1.6,0.0,0.6,20.0,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
6.7,8.6,0.0,0.6,0.0,1.6,6.7,0.6,26.7,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
73.3,8.6,6.7,0.6,0.0,1.6,0.0,0.6,26.7,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,0.0,0.6,0.0,1.6,0.0,0.6,26.7,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
6.7,8.6,6.7,0.6,0.0,1.6,6.7,0.6,26.7,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
6.7,8.6,6.7,0.6,0.0,1.6,6.7,0.6,26.7,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
13.3,8.6,0.0,0.6,0.0,1.6,0.0,0.6,26.7,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
53.3,8.6,6.7,0.6,0.0,1.6,0.0,0.6,20.0,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,0.0,0.6,0.0,1.6,0.0,0.6,26.7,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
6.7,8.6,6.7,0.6,0.0,1.6,0.0,0.6,33.3,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,13.3,0.6,0.0,1.6,6.7,0.6,26.7,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,0.0,0.6,0.0,1.6,0.0,0.6,26.7,1.3,0.0,0.6,0.0,0.6,0.0,0.6,
13.3,8.6,6.7,0.6,0.0,1.6,6.7,0.6,33.3,1.3,0.0,0.6,6.7,0.6,0.0,0.6,
0.0,8.6,0.0,0.6,0.0,1.6,0.0,0.6,26.7,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
0.0,8.6,6.7,0.6,0.0,1.6,0.0,0.6,26.7,1.3,6.7,0.6,0.0,0.6,0.0,0.6,
