yaw,ang_speed, meas_yaw, odom, imu, imu_int, meas_x, meas_y, odom_x, odom_y, time
-3.14159,0.75,-2.5867,-2.75888,-2.54504,-2.15024,-0.292,-0.181,-0.240501,-0.122908,Mon Aug  1 11:04:09 2022
-3.14159,0.75,-2.55924,-2.76713,-2.57093,-2.49338,-0.287,-0.189,-0.244136,-0.123135,Mon Aug  1 11:05:08 2022
-3.14159,0.75,-2.49868,-2.75855,-2.56268,-2.2568,-0.271,-0.203,-0.23876,-0.121882,Mon Aug  1 11:06:02 2022
-3.14159,0.75,-2.52637,-2.76251,-2.54612,-2.39211,-0.283,-0.2,-0.243815,-0.123952,Mon Aug  1 11:06:51 2022
-3.14159,0.75,-2.52821,-2.75228,-2.54535,-2.44501,-0.277,-0.195,-0.24405,-0.126275,Mon Aug  1 11:07:47 2022
-3.14159,0.75,-2.51428,-2.74106,-2.54542,-2.44829,-0.28,-0.203,-0.245363,-0.127824,Mon Aug  1 11:08:32 2022
-3.14159,0.75,-2.54565,-2.74073,-2.55892,-2.31555,-0.289,-0.196,-0.24548,-0.116302,Mon Aug  1 11:09:50 2022
-3.14159,0.75,-2.50791,-2.75426,-2.55529,-2.33884,-0.279,-0.205,-0.246881,-0.128723,Mon Aug  1 11:10:36 2022
-3.14159,0.5,-2.40791,-2.63346,-2.4231,-2.34372,-0.254,-0.229,-0.230945,-0.157837,Mon Aug  1 11:12:54 2022
-3.14159,0.5,-2.43619,-2.61234,-2.44482,-2.42193,-0.256,-0.218,-0.221021,-0.153993,Mon Aug  1 11:14:22 2022
-3.14159,0.5,-2.40791,-2.61762,-2.41579,-2.2718,-0.254,-0.229,-0.223024,-0.158104,Mon Aug  1 11:16:18 2022
-3.14159,0.5,-2.40219,-2.61828,-2.43144,-2.36464,-0.25,-0.228,-0.215562,-0.152099,Mon Aug  1 11:17:18 2022
-3.14159,0.5,-2.3749,-2.61366,-2.40482,-2.32897,-0.245,-0.236,-0.230169,-0.163171,Mon Aug  1 11:18:22 2022
-3.14159,0.5,-2.37093,-2.61069,-2.41549,-2.19768,-0.241,-0.234,-0.224742,-0.163146,Mon Aug  1 11:19:20 2022
-3.14159,0.5,-2.42082,-2.62026,-2.43774,-2.32746,-0.255,-0.224,-0.227026,-0.160317,Mon Aug  1 11:20:28 2022
-3.14159,0.5,-2.39716,-2.59683,-2.41506,-2.35667,-0.254,-0.234,-0.225874,-0.162958,Mon Aug  1 11:21:21 2022
-3.14159,0.5,-2.42674,-2.59551,-2.39948,-2.34615,-0.25,-0.217,-0.218279,-0.160497,Mon Aug  1 11:22:21 2022
-3.14159,0.5,-2.43917,-2.62422,-2.43129,-2.36276,-0.267,-0.226,-0.233363,-0.152517,Mon Aug  1 11:23:31 2022
-3.14159,0.5,-2.34571,-2.60574,-2.41564,-2.30345,-0.236,-0.241,-0.222324,-0.15986,Mon Aug  1 11:24:18 2022
-3.14159,0.5,-2.40645,-2.61234,-2.41848,-2.35853,-0.261,-0.236,-0.239824,-0.157459,Mon Aug  1 11:25:24 2022
-3.14159,0.5,-2.43234,-2.61498,-2.41453,-2.25927,-0.261,-0.224,-0.219375,-0.155437,Mon Aug  1 11:26:42 2022
-3.14159,0.5,-2.43438,-2.62389,-2.41333,-2.30667,-0.468,-0.4,-0.224723,-0.157751,Mon Aug  1 11:34:53 2022
-3.14159,0.5,-2.39949,-2.61795,-2.4196,-2.3588,-0.301,-0.276,-0.220682,-0.155099,Mon Aug  1 11:35:47 2022
-3.14159,0.25,-2.17754,-2.2275,-2.05644,-2.01192,-0.27,-0.389,-0.151302,-0.233808,Mon Aug  1 12:01:04 2022
-3.14159,0.25,-2.17793,-2.21265,-2.03932,-2.0021,-0.273,-0.393,-0.158704,-0.221674,Mon Aug  1 12:03:49 2022
-3.14159,0.25,-2.06669,-2.21727,-2.05538,-2.03031,-0.165,-0.305,-0.15096,-0.237321,Mon Aug  1 12:04:42 2022
-3.14159,0.25,-2.18274,-2.22915,-2.06351,-2.03496,-0.193,-0.275,-0.147143,-0.227322,Mon Aug  1 12:06:24 2022
-3.14159,0.25,-2.05627,-2.21694,-2.05472,-1.96577,-0.153,-0.29,-0.150155,-0.235693,Mon Aug  1 12:07:22 2022
-3.14159,0.25,-2.07404,-2.2242,-2.04034,-2.01794,-0.158,-0.287,-0.1479,-0.230465,Mon Aug  1 12:08:18 2022
-3.14159,0.25,-2.03578,-2.20803,-2.03023,-1.9971,-0.15,-0.299,-0.141871,-0.231061,Mon Aug  1 12:09:12 2022
-3.14159,0.25,-2.09887,-2.21727,-2.02865,-2.0466,-0.168,-0.288,-0.146933,-0.232757,Mon Aug  1 12:13:16 2022
-3.14159,0.25,-2.07187,-2.2044,-2.02119,-2.02373,-0.155,-0.283,-0.153488,-0.216559,Mon Aug  1 12:14:18 2022
-3.14159,0.25,-2.09506,-2.20539,-2.02781,-2.02131,-0.17,-0.294,-0.14555,-0.236635,Mon Aug  1 12:15:12 2022
-3.14159,0.25,-2.11816,-2.21199,-2.04395,-2.03645,-0.167,-0.274,-0.14794,-0.236633,Mon Aug  1 12:16:13 2022
-3.14159,0.25,-2.0679,-2.22255,-2.06075,-2.05433,-0.153,-0.282,-0.150348,-0.236549,Mon Aug  1 12:17:23 2022
-3.14159,0.25,-2.08547,-2.20539,-2.03535,-2.06083,-0.164,-0.29,-0.14412,-0.232744,Mon Aug  1 12:18:15 2022
-3.14159,0.25,-2.09623,-2.2044,-2.01789,-2.02654,-0.178,-0.307,-0.163165,-0.229342,Mon Aug  1 12:19:10 2022
-3.14159,0.25,-2.07731,-2.2209,-2.04164,-2.08565,-0.162,-0.292,-0.151615,-0.237186,Mon Aug  1 12:20:19 2022
